SG_UF,CD_MUNICIPIO,NM_MUNICIPIO.x,NR_ZONA,NR_TURNO,QT_ELEITOR_SECAO,QT_ELEITOR_ELEICAO_FEDERAL,NM_MUNICIPIO.y,DS_CARGO,QT_VOTOS_NOMINAIS,QT_VOTOS_NOMINAIS_VALIDOS,comparecimento,NM_MUNICIPIO,edu_superior,edu_ate_fundamental
MG,42331,CANAÃ,107,2,4326,4320,CANAÃ,Presidente,3513,3513,0.813194444444445,CANAÃ,0.0809061488673139,0.596393897364771
AL,27618,IGACI,45,2,20128,20099,IGACI,Presidente,13464,13464,0.669884073834519,IGACI,0.0199721780604134,0.664447535771065
TO,94994,NOVO ACORDO,35,2,3806,3781,NOVO ACORDO,Presidente,2848,2848,0.75323988362867,NOVO ACORDO,0.08066211245402,0.482396216500263
RN,18759,TAIPU,46,2,10159,10156,TAIPU,Presidente,8098,8098,0.797361165813312,TAIPU,0.0395708238999902,0.566591199921252
MG,41947,CÓRREGO FUNDO,114,2,5254,5251,CÓRREGO FUNDO,Presidente,4143,4143,0.788992572843268,CÓRREGO FUNDO,0.0196041111534069,0.625808907499048
RN,16179,ANTÔNIO MARTINS,38,1,5669,5653,ANTÔNIO MARTINS,Presidente,4672,4672,0.826463824517955,ANTÔNIO MARTINS,0.0571529370259305,0.623566766625507
PA,4650,IGARAPÉ-MIRI,6,1,51326,51274,IGARAPÉ-MIRI,Presidente,40975,40975,0.799137964660452,IGARAPÉ-MIRI,0.0432724155398823,0.641935860967151
PI,12220,LAGOA DO SÍTIO,89,1,4498,4494,LAGOA DO SÍTIO,Presidente,3531,3531,0.785714285714286,LAGOA DO SÍTIO,0.0506891951978657,0.635171187194309
RS,85804,CIDREIRA,110,2,11268,11224,CIDREIRA,Presidente,7807,7807,0.69556307911618,CIDREIRA,0.0780972665956692,0.433617323393681
RS,88676,SÃO FRANCISCO DE PAULA,48,2,15648,15636,SÃO FRANCISCO DE PAULA,Presidente,12163,12163,0.77788436940394,SÃO FRANCISCO DE PAULA,0.0986068507157464,0.506582310838446
SP,65579,ITAPORANGA,56,2,11656,11618,ITAPORANGA,Presidente,8347,8347,0.718454122912722,ITAPORANGA,0.0861358956760467,0.484643102264928
RJ,58319,DUAS BARRAS,42,2,10006,9981,DUAS BARRAS,Presidente,7705,7705,0.77196673679992,DUAS BARRAS,0.0349790125924445,0.602738356985809
SP,65277,IPUÃ,123,2,11500,11489,IPUÃ,Presidente,8885,8885,0.773348420228044,IPUÃ,0.101217391304348,0.437652173913043
PB,21792,SÃO BENTO,69,1,27046,26954,SÃO BENTO,Presidente,21257,21257,0.788639905023373,SÃO BENTO,0.0459217629224285,0.660541300007395
SP,63479,CONCHAS,41,2,13794,13765,CONCHAS,Presidente,9586,9586,0.696403922993098,CONCHAS,0.122372045817022,0.432289401188923
MG,43370,COMENDADOR GOMES,297,1,2830,2821,COMENDADOR GOMES,Presidente,2044,2044,0.724565756823821,COMENDADOR GOMES,0.0706713780918728,0.568551236749117
RS,86630,FONTOURA XAVIER,54,2,8362,8354,FONTOURA XAVIER,Presidente,6404,6404,0.766578884366771,FONTOURA XAVIER,0.046041616838077,0.588136809375747
SP,63410,COLINA,178,1,15025,15008,COLINA,Presidente,10624,10624,0.707889125799574,COLINA,0.134442595673877,0.397737104825291
SC,80438,BENEDITO NOVO,32,1,8245,8241,BENEDITO NOVO,Presidente,6541,6541,0.793714355053998,BENEDITO NOVO,0.0606428138265616,0.551121892055791
MG,42587,TOCOS DO MOJI,227,1,3970,3970,TOCOS DO MOJI,Presidente,3151,3151,0.793702770780856,TOCOS DO MOJI,0.0302267002518892,0.613350125944584
RS,84840,TUNAS,154,2,3353,3343,TUNAS,Presidente,2686,2686,0.803469937182172,TUNAS,0.0429466149716672,0.65284819564569
SC,81531,IRANI,90,1,7522,7513,IRANI,Presidente,6083,6083,0.809663250366032,IRANI,0.0695293804839139,0.505849508109545
SP,70653,SANTO ANTÔNIO DO PINHAL,314,1,6390,6380,SANTO ANTÔNIO DO PINHAL,Presidente,4646,4646,0.728213166144201,SANTO ANTÔNIO DO PINHAL,0.124100156494523,0.440688575899843
BA,35297,GONGOGI,73,1,5298,5292,GONGOGI,Presidente,3628,3628,0.685563114134543,GONGOGI,0.0247263118157795,0.556058890147225
PI,10898,GUADALUPE,46,1,8598,8556,GUADALUPE,Presidente,6178,6178,0.722066386161758,GUADALUPE,0.0782740172133054,0.510467550593161
RJ,60011,RIO DE JANEIRO,25,1,92222,92180,RIO DE JANEIRO,Presidente,68072,68072,0.738468214363202,RIO DE JANEIRO,0.0273036802498319,0.403472056559172
RS,87254,JÚLIO DE CASTILHOS,27,2,15114,15083,JÚLIO DE CASTILHOS,Presidente,11954,11954,0.792547901611085,JÚLIO DE CASTILHOS,0.115852851660712,0.480018525870054
SE,31836,MONTE ALEGRE DE SERGIPE,18,2,11872,11875,MONTE ALEGRE DE SERGIPE,Presidente,8966,8966,0.755031578947368,MONTE ALEGRE DE SERGIPE,0.0252695417789757,0.675454851752022
PB,19224,SÃO DOMINGOS DO CARIRI,62,1,3039,2955,SÃO DOMINGOS DO CARIRI,Presidente,2274,2274,0.769543147208122,SÃO DOMINGOS DO CARIRI,0.0457387298453439,0.637380717341231
SE,31437,FEIRA NOVA,16,1,5782,5785,FEIRA NOVA,Presidente,4657,4657,0.805012964563526,FEIRA NOVA,0.0231753718436527,0.594776893808371
MA,7307,BREJO DE AREIA,49,1,7808,7788,BREJO DE AREIA,Presidente,5292,5292,0.679506933744222,BREJO DE AREIA,0.0275358606557377,0.69031762295082
RN,18694,SEVERIANO MELO,45,1,6669,6651,SEVERIANO MELO,Presidente,5361,5361,0.806044203879116,SEVERIANO MELO,0.0799220272904483,0.594391962813015
MT,90247,SÃO JOSÉ DO XINGU,28,1,4472,4470,SÃO JOSÉ DO XINGU,Presidente,2860,2860,0.639821029082774,SÃO JOSÉ DO XINGU,0.0398032200357782,0.646914132379249
AL,27634,IGREJA NOVA,37,2,17555,17551,IGREJA NOVA,Presidente,12538,12538,0.714375249273546,IGREJA NOVA,0.0219880375961265,0.655995442893762
RN,16594,CRUZETA,22,2,6805,6774,CRUZETA,Presidente,5322,5322,0.785651018600531,CRUZETA,0.0570168993387215,0.500955180014695
PR,79030,SERTANEJA,26,1,4782,4772,SERTANEJA,Presidente,3813,3813,0.799036043587594,SERTANEJA,0.153074027603513,0.402342116269343
CE,13005,JIJOCA DE JERICOACOARA,30,1,18234,18202,JIJOCA DE JERICOACOARA,Presidente,14370,14370,0.789473684210526,JIJOCA DE JERICOACOARA,0.0593396950751344,0.461665021388615
BA,38806,SÃO DOMINGOS,120,1,7919,7902,SÃO DOMINGOS,Presidente,6290,6290,0.796001012401924,SÃO DOMINGOS,0.0587195352948605,0.517742139158985
MG,42080,FRUTA DE LEITE,244,2,5074,5068,FRUTA DE LEITE,Presidente,3096,3096,0.610891870560379,FRUTA DE LEITE,0.0222703981080016,0.665352778872684
TO,94838,NAZARÉ,9,2,4032,4025,NAZARÉ,Presidente,3075,3075,0.763975155279503,NAZARÉ,0.082093253968254,0.46155753968254
PA,5258,SALVATERRA,3,2,19837,19776,SALVATERRA,Presidente,14636,14636,0.740088996763754,SALVATERRA,0.0404295004284922,0.554317689166709
MS,91030,LADÁRIO,50,1,14088,14015,LADÁRIO,Presidente,10120,10120,0.722083481983589,LADÁRIO,0.0988074957410562,0.364991482112436
GO,96113,SÍTIO D'ABADIA,123,2,3164,3145,SÍTIO D ABADIA,Presidente,1991,1991,0.633068362480127,SÍTIO D'ABADIA,0.059102402022756,0.474083438685209
BA,38652,SANTANA,99,2,21585,21491,SANTANA,Presidente,15918,15918,0.740682146014611,SANTANA,0.0403057678943711,0.547926801019226
SP,61425,NOVA CANAÃ PAULISTA,187,2,2042,2037,NOVA CANAÃ PAULISTA,Presidente,1449,1449,0.711340206185567,NOVA CANAÃ PAULISTA,0.0915768854064643,0.519098922624878
MG,47112,JEQUITAÍ,310,2,6674,6648,JEQUITAÍ,Presidente,4340,4340,0.652827918170878,JEQUITAÍ,0.0206772550194786,0.630506442912796
PR,75485,MARQUINHO,134,1,3727,3727,MARQUINHO,Presidente,3045,3045,0.817011000804937,MARQUINHO,0.0528575261604508,0.60692245774081
RS,89591,VERANÓPOLIS,88,1,18173,18141,VERANÓPOLIS,Presidente,15073,15073,0.830880326332617,VERANÓPOLIS,0.169372145490563,0.376327518846641
MG,43630,CONQUISTA,326,1,5422,5418,CONQUISTA,Presidente,4208,4208,0.776670358065707,CONQUISTA,0.125783843600148,0.459609000368868
RS,84883,DOUTOR MAURÍCIO CARDOSO,120,2,3941,3937,DOUTOR MAURÍCIO CARDOSO,Presidente,3244,3244,0.823977647955296,DOUTOR MAURÍCIO CARDOSO,0.0822126363867039,0.555696523724943
PA,5215,PRIMAVERA,33,2,10972,10954,PRIMAVERA,Presidente,7840,7840,0.71572028482746,PRIMAVERA,0.0319905213270142,0.588862559241706
MG,41181,NOVORIZONTE,244,2,4776,4763,NOVORIZONTE,Presidente,3392,3392,0.712156204073063,NOVORIZONTE,0.0370603015075377,0.592964824120603
SP,67512,NEVES PAULISTA,72,2,7696,7687,NEVES PAULISTA,Presidente,5742,5742,0.746975413034994,NEVES PAULISTA,0.145140332640333,0.444386694386694
MG,42129,GLAUCILÂNDIA,184,2,3772,3770,GLAUCILÂNDIA,Presidente,3014,3014,0.79946949602122,GLAUCILÂNDIA,0.0848356309650053,0.439024390243902
MS,90875,INOCÊNCIA,23,2,6524,6522,INOCÊNCIA,Presidente,4338,4338,0.665133394664213,INOCÊNCIA,0.0772532188841202,0.585530349478847
BA,37150,MARAÚ,78,2,15285,15251,MARAÚ,Presidente,10398,10398,0.681791357943741,MARAÚ,0.0514229636898921,0.640497219496238
SC,81973,LUIZ ALVES,106,2,9930,9927,LUIZ ALVES,Presidente,8364,8364,0.842550619522514,LUIZ ALVES,0.0930513595166163,0.488418932527694
PR,75264,CRUZMALTINA,110,2,2833,2832,CRUZMALTINA,Presidente,2115,2115,0.746822033898305,CRUZMALTINA,0.0882456759618779,0.520296505471232
SP,61786,BOM SUCESSO DE ITARARÉ,57,2,3342,3335,BOM SUCESSO DE ITARARÉ,Presidente,2505,2505,0.75112443778111,BOM SUCESSO DE ITARARÉ,0.0565529622980251,0.498803111909037
MG,46051,IGUATAMA,18,1,6469,6451,IGUATAMA,Presidente,4792,4792,0.742830568904046,IGUATAMA,0.0762096150873396,0.528520636883599
MT,98990,VILA RICA,16,1,14314,14298,VILA RICA,Presidente,9623,9623,0.673031193173871,VILA RICA,0.0755903311443342,0.532066508313539
BA,38946,SAUBARA,178,1,12771,12761,SAUBARA,Presidente,9502,9502,0.744612491184077,SAUBARA,0.0434578341555086,0.469892725706679
MG,47295,JORDÂNIA,144,1,7705,7687,JORDÂNIA,Presidente,5041,5041,0.655782489918043,JORDÂNIA,0.0349123945489942,0.604412719013627
SP,67350,MONTEIRO LOBATO,282,1,3971,3959,MONTEIRO LOBATO,Presidente,2943,2943,0.743369537762061,MONTEIRO LOBATO,0.137496852178293,0.398136489549232
AL,27049,ESTRELA DE ALAGOAS,46,2,12008,12001,ESTRELA DE ALAGOAS,Presidente,7575,7575,0.631197400216649,ESTRELA DE ALAGOAS,0.0182378414390406,0.697451698867422
MA,7390,BREJO,24,1,24350,24300,BREJO,Presidente,18544,18544,0.763127572016461,BREJO,0.0331827515400411,0.568213552361396
AM,2119,BARREIRINHA,26,2,21126,21077,BARREIRINHA,Presidente,15406,15406,0.730938938179058,BARREIRINHA,0.0547193032282496,0.456546435671684
MG,40045,BRASILÂNDIA DE MINAS,151,2,11732,11712,BRASILÂNDIA DE MINAS,Presidente,8843,8843,0.755037568306011,BRASILÂNDIA DE MINAS,0.0353733378793045,0.530173883395841
SE,31356,NOSSA SENHORA APARECIDA,26,2,7296,7305,NOSSA SENHORA APARECIDA,Presidente,5797,5797,0.79356605065024,NOSSA SENHORA APARECIDA,0.0327576754385965,0.668174342105263
MG,41084,MONTE FORMOSO,149,1,4534,4530,MONTE FORMOSO,Presidente,2674,2674,0.590286975717439,MONTE FORMOSO,0.0134539038376709,0.659682399647111
PR,78050,REALEZA,130,1,14810,14781,REALEZA,Presidente,11259,11259,0.761721128475746,REALEZA,0.122079675894666,0.449088453747468
CE,15920,IBICUITINGA,47,2,12057,12029,IBICUITINGA,Presidente,9572,9572,0.795743619586001,IBICUITINGA,0.0476071991374305,0.539188852948495
MA,9393,TUNTUM,79,2,27039,26957,TUNTUM,Presidente,20563,20563,0.762807434061654,TUNTUM,0.0426421095454714,0.594548614963571
BA,30856,CANUDOS,83,1,13369,13322,CANUDOS,Presidente,9756,9756,0.732322474102988,CANUDOS,0.0375495549405341,0.609619268456878
RS,87319,LAVRAS DO SUL,9,2,5480,5468,LAVRAS DO SUL,Presidente,4253,4253,0.777798098024872,LAVRAS DO SUL,0.0906934306569343,0.483394160583942
MS,90891,ITAPORÃ,43,1,13983,13968,ITAPORÃ,Presidente,10930,10930,0.782502863688431,ITAPORÃ,0.120360437674319,0.439605234928127
PI,12254,VALENÇA DO PIAUÍ,18,1,16291,16233,VALENÇA DO PIAUÍ,Presidente,12948,12948,0.797634448345962,VALENÇA DO PIAUÍ,0.0917070775274692,0.496224909459211
RS,88234,ROLANTE,55,2,16233,16219,ROLANTE,Presidente,13426,13426,0.827794561933535,ROLANTE,0.0490975174028214,0.591757530955461
RS,87246,NOVA SANTA RITA,66,1,18887,18852,NOVA SANTA RITA,Presidente,14739,14739,0.781826861871419,NOVA SANTA RITA,0.0551172764335257,0.434108116694022
PE,25291,QUIPAPÁ,47,1,17914,17875,QUIPAPÁ,Presidente,10776,10776,0.602853146853147,QUIPAPÁ,0.0457742547728034,0.641174500390756
MG,50032,PIEDADE DE PONTE NOVA,339,1,3839,3833,PIEDADE DE PONTE NOVA,Presidente,2786,2786,0.726845812679363,PIEDADE DE PONTE NOVA,0.0351654076582443,0.603021620213597
MT,89960,RONDOLÂNDIA,61,2,2753,2757,RONDOLÂNDIA,Presidente,1848,1848,0.670293797606094,RONDOLÂNDIA,0.0424990918997457,0.614965492190338
MG,52671,SÃO JOSÉ DO GOIABAL,251,2,4749,4742,SÃO JOSÉ DO GOIABAL,Presidente,3377,3377,0.712146773513286,SÃO JOSÉ DO GOIABAL,0.0271636133922931,0.532743735523268
PA,4421,NOVO REPARTIMENTO,101,2,45781,45734,NOVO REPARTIMENTO,Presidente,32116,32116,0.702234661302313,NOVO REPARTIMENTO,0.0389462877612984,0.654267054018042
PB,21350,PILÕEZINHOS,47,2,5264,5258,PILÕEZINHOS,Presidente,4021,4021,0.764739444655763,PILÕEZINHOS,0.0326747720364742,0.607142857142857
SP,64513,GUAPIAÇU,312,1,15543,15549,GUAPIAÇU,Presidente,11487,11487,0.738761335134092,GUAPIAÇU,0.0618284758412147,0.494692144373673
PB,21431,POMBAL,31,2,25164,25017,POMBAL,Presidente,18923,18923,0.75640564416197,POMBAL,0.0741535526943252,0.555356859004928
PA,4626,PLACAS,68,1,13670,13663,PLACAS,Presidente,10305,10305,0.754226743760521,PLACAS,0.0423555230431602,0.630577907827359
SC,81833,LAGES,93,2,30531,30749,LAGES,Presidente,23909,23909,0.777553741585092,LAGES,0.087452097867741,0.438668893911107
SC,80748,BELMONTE,45,2,2404,2404,BELMONTE,Presidente,1931,1931,0.80324459234609,BELMONTE,0.089018302828619,0.533277870216306
RS,88170,RIO PARDO,38,1,29838,29798,RIO PARDO,Presidente,22309,22309,0.748674407678368,RIO PARDO,0.0872712648300825,0.532776995777197
SC,81507,SANTA TEREZINHA DO PROGRESSO,58,2,2454,2453,SANTA TEREZINHA DO PROGRESSO,Presidente,1926,1926,0.785161027313494,SANTA TEREZINHA DO PROGRESSO,0.058679706601467,0.605134474327628
SP,64599,GUARACI,80,2,8566,8551,GUARACI,Presidente,6196,6196,0.724593614781897,GUARACI,0.117441045995797,0.415830025682933
PI,11894,SANTO INÁCIO DO PIAUÍ,90,2,3347,3338,SANTO INÁCIO DO PIAUÍ,Presidente,2623,2623,0.785799880167765,SANTO INÁCIO DO PIAUÍ,0.0481027786077084,0.59964146997311
PR,75477,ENGENHEIRO BELTRÃO,116,2,10835,10827,ENGENHEIRO BELTRÃO,Presidente,8221,8221,0.759305440103445,ENGENHEIRO BELTRÃO,0.117858790955238,0.42602676511306
MT,90832,GUIRATINGA,2,2,8399,8379,GUIRATINGA,Presidente,6246,6246,0.745435016111708,GUIRATINGA,0.118704607691392,0.480533396832956
RS,85081,EREBANGO,70,2,2537,2532,EREBANGO,Presidente,2052,2052,0.81042654028436,EREBANGO,0.0626724477729602,0.565628695309421
TO,94617,MIRACEMA DO TOCANTINS,5,1,14101,14095,MIRACEMA DO TOCANTINS,Presidente,10853,10853,0.769989357928343,MIRACEMA DO TOCANTINS,0.106375434366357,0.400964470604922
AL,28398,PINDOBA,5,2,2673,2674,PINDOBA,Presidente,1855,1855,0.693717277486911,PINDOBA,0.0351664796109241,0.589973812196034
CE,13269,POTIRETAMA,86,2,5771,5750,POTIRETAMA,Presidente,4674,4674,0.812869565217391,POTIRETAMA,0.0552763819095477,0.583261133252469
MG,40630,ARAÇAÍ,206,1,2353,2350,ARAÇAÍ,Presidente,1883,1883,0.801276595744681,ARAÇAÍ,0.110922226944326,0.449213769655759
GO,93203,SANTO ANTÔNIO DA BARRA,128,2,4005,4008,SANTO ANTÔNIO DA BARRA,Presidente,3148,3148,0.785429141716567,SANTO ANTÔNIO DA BARRA,0.0539325842696629,0.496629213483146
SP,66630,MACAUBAL,77,2,6162,6157,MACAUBAL,Presidente,4690,4690,0.761734611011856,MACAUBAL,0.121551444336254,0.467056150600454
ES,57916,LARANJA DA TERRA,7,2,9218,9217,LARANJA DA TERRA,Presidente,7412,7412,0.80416621460345,LARANJA DA TERRA,0.058906487307442,0.615860273378173
SC,81523,SALTINHO,69,2,3287,3284,SALTINHO,Presidente,2593,2593,0.78958587088916,SALTINHO,0.0663218740492851,0.575600851840584
MG,43095,CAXAMBU,80,1,18108,18038,CAXAMBU,Presidente,12488,12488,0.692316221310567,CAXAMBU,0.0863154406891982,0.44946984758118
PR,77496,PARANAVAÍ,72,2,64053,63945,PARANAVAÍ,Presidente,50124,50124,0.78386113065916,PARANAVAÍ,0.169484645527922,0.348149188952898
MT,90786,FELIZ NATAL,36,1,6258,6257,FELIZ NATAL,Presidente,4508,4508,0.720473070161419,FELIZ NATAL,0.0402684563758389,0.622083732821988
RN,16470,CARNAÚBA DOS DANTAS,22,1,5990,5978,CARNAÚBA DOS DANTAS,Presidente,4663,4663,0.780026764804282,CARNAÚBA DOS DANTAS,0.0557595993322204,0.468113522537563
RO,230,COLORADO DO OESTE,8,1,13774,13741,COLORADO DO OESTE,Presidente,9707,9707,0.706426024306819,COLORADO DO OESTE,0.0722375490053724,0.498983592275301
SP,69078,PONTES GESTAL,224,1,2358,2364,PONTES GESTAL,Presidente,1710,1710,0.723350253807107,PONTES GESTAL,0.115351993214589,0.443596268023749
SP,65315,IRAPUÃ,207,1,5698,5690,IRAPUÃ,Presidente,3979,3979,0.699297012302285,IRAPUÃ,0.0840645840645841,0.500526500526501
BA,30678,JABORANDI,61,1,9160,9111,JABORANDI,Presidente,6890,6890,0.756228734496762,JABORANDI,0.0293668122270742,0.556004366812227
GO,96555,NOVA GLÓRIA,72,1,6665,6655,NOVA GLÓRIA,Presidente,5217,5217,0.783921863260706,NOVA GLÓRIA,0.0847711927981995,0.467516879219805
MG,42218,CAMPINA VERDE,229,2,14762,14725,CAMPINA VERDE,Presidente,11149,11149,0.757147707979627,CAMPINA VERDE,0.0703156753827395,0.548231946890665
PI,10049,BAIXA GRANDE DO RIBEIRO,44,1,9670,9655,BAIXA GRANDE DO RIBEIRO,Presidente,8217,8217,0.851061626100466,BAIXA GRANDE DO RIBEIRO,0.0493278179937953,0.559152016546019
RN,16020,SERRA DO MEL,58,1,11211,11229,SERRA DO MEL,Presidente,9435,9435,0.840235105530323,SERRA DO MEL,0.0314869324770315,0.547497993042548
SP,64050,ESTRELA D'OESTE,233,2,7322,7307,ESTRELA D OESTE,Presidente,5377,5377,0.735869713972903,ESTRELA D'OESTE,0.150095602294455,0.415869980879541
AL,28290,PASSO DE CAMARAGIBE,12,2,11917,11914,PASSO DE CAMARAGIBE,Presidente,8404,8404,0.705388618432097,PASSO DE CAMARAGIBE,0.0231601913233196,0.610892003020895
SE,32174,RIACHUELO,13,2,8110,8101,RIACHUELO,Presidente,6095,6095,0.752376249845698,RIACHUELO,0.0418002466091245,0.503699136868064
ES,56715,MUCURICI,38,2,5093,5068,MUCURICI,Presidente,3687,3687,0.72750591949487,MUCURICI,0.0628313371293933,0.527390536029845
TO,95214,PARANÃ,18,2,7934,7923,PARANÃ,Presidente,5585,5585,0.704909756405402,PARANÃ,0.0586085202924124,0.567683387950592
GO,92908,SANTO ANTÔNIO DE GOIÁS,101,2,6203,6192,SANTO ANTÔNIO DE GOIÁS,Presidente,4777,4777,0.771479328165375,SANTO ANTÔNIO DE GOIÁS,0.0752861518620023,0.410607770433661
PR,74896,CAPITÃO LEÔNIDAS MARQUES,165,1,12380,12365,CAPITÃO LEÔNIDAS MARQUES,Presidente,9148,9148,0.739830165790538,CAPITÃO LEÔNIDAS MARQUES,0.100726978998385,0.467285945072698
PR,75434,DOUTOR CAMARGO,154,1,5114,5112,DOUTOR CAMARGO,Presidente,3976,3976,0.777777777777778,DOUTOR CAMARGO,0.0807587016034415,0.439577630035198
PR,74780,CAMPO BONITO,112,1,3622,3618,CAMPO BONITO,Presidente,2869,2869,0.79297954671089,CAMPO BONITO,0.0737161789066814,0.512147984538929
BA,38652,SANTANA,99,1,21585,21488,SANTANA,Presidente,15614,15614,0.726638123603872,SANTANA,0.0403057678943711,0.547926801019226
PB,20915,MONTADAS,50,1,4863,4867,MONTADAS,Presidente,3821,3821,0.785083213478529,MONTADAS,0.0450339296730413,0.591815751593667
MS,55000,NOVA ALVORADA DO SUL,11,1,15633,15594,NOVA ALVORADA DO SUL,Presidente,10806,10806,0.692958830319354,NOVA ALVORADA DO SUL,0.0578903601356106,0.530544361287021
GO,92169,MORRO AGUDO DE GOIÁS,77,2,2855,2854,MORRO AGUDO DE GOIÁS,Presidente,2270,2270,0.795374912403644,MORRO AGUDO DE GOIÁS,0.0879159369527145,0.466900175131349
MG,42536,CAPITÃO ENÉAS,115,1,12472,12475,CAPITÃO ENÉAS,Presidente,8950,8950,0.717434869739479,CAPITÃO ENÉAS,0.0256574727389352,0.563341885824246
RJ,58610,NATIVIDADE,43,1,12872,12827,NATIVIDADE,Presidente,9477,9477,0.738832150931629,NATIVIDADE,0.0912057178371659,0.42238968303294
SP,70270,SANTA CRUZ DAS PALMEIRAS,39,2,21257,21220,SANTA CRUZ DAS PALMEIRAS,Presidente,16125,16125,0.759896324222432,SANTA CRUZ DAS PALMEIRAS,0.114832760972856,0.439619889918615
RS,89435,TRIUNFO,133,1,21982,21951,TRIUNFO,Presidente,16886,16886,0.769258803699148,TRIUNFO,0.0633245382585752,0.467837321444819
SC,81116,GOVERNADOR CELSO RAMOS,2,2,14682,14663,GOVERNADOR CELSO RAMOS,Presidente,12062,12062,0.82261474459524,GOVERNADOR CELSO RAMOS,0.0908595559188121,0.418199155428416
PR,78190,RIO BOM,76,1,2975,2969,RIO BOM,Presidente,2315,2315,0.77972381273156,RIO BOM,0.0894117647058824,0.471260504201681
CE,13579,CAPISTRANO,105,2,15793,15770,CAPISTRANO,Presidente,12676,12676,0.803804692454027,CAPISTRANO,0.0444500728170709,0.493953017159501
MA,7161,BELÁGUA,73,1,7015,7010,BELÁGUA,Presidente,5758,5758,0.821398002853067,BELÁGUA,0.0199572344975053,0.543406985032074
PI,10910,HUGO NAPOLEÃO,52,1,4173,4164,HUGO NAPOLEÃO,Presidente,3396,3396,0.815561959654179,HUGO NAPOLEÃO,0.0642223819793913,0.486460579918524
RS,89036,SARANDI,83,1,16768,16718,SARANDI,Presidente,13897,13897,0.831259720062209,SARANDI,0.125357824427481,0.412869751908397
MA,7714,CURURUPU,14,1,27642,27550,CURURUPU,Presidente,19105,19105,0.693466424682396,CURURUPU,0.0370812531654728,0.57948050068736
GO,93491,EDÉIA,68,2,9629,9616,EDÉIA,Presidente,7353,7353,0.76466306156406,EDÉIA,0.111018797382906,0.415307923979645
BA,33715,BIRITINGA,150,1,12542,12526,BIRITINGA,Presidente,9283,9283,0.741098515088616,BIRITINGA,0.027108914048796,0.64686652846436
CE,13102,QUITERIANÓPOLIS,99,1,17441,17374,QUITERIANÓPOLIS,Presidente,12719,12719,0.732070910556003,QUITERIANÓPOLIS,0.0406513387993808,0.63912619689238
PR,79090,TAMBOARA,72,2,4087,4083,TAMBOARA,Presidente,3212,3212,0.786676463384766,TAMBOARA,0.0924883777832151,0.453388793736237
MG,40410,ALTO RIO DOCE,11,2,10267,10237,ALTO RIO DOCE,Presidente,7252,7252,0.708410667187653,ALTO RIO DOCE,0.0379857796824778,0.618973409954222
RS,85120,NOVA ESPERANÇA DO SUL,26,2,4252,4242,NOVA ESPERANÇA DO SUL,Presidente,3342,3342,0.787835926449788,NOVA ESPERANÇA DO SUL,0.0766698024459078,0.498824082784572
PI,10715,ELISEU MARTINS,67,1,3704,3682,ELISEU MARTINS,Presidente,2792,2792,0.758283541553504,ELISEU MARTINS,0.0928725701943845,0.532127429805616
SP,71471,SUD MENNUCCI,88,2,6322,6307,SUD MENNUCCI,Presidente,4687,4687,0.743142540034882,SUD MENNUCCI,0.124802277760202,0.398766213223663
PI,12319,ALAGOINHA DO PIAUÍ,29,2,5925,5904,ALAGOINHA DO PIAUÍ,Presidente,4841,4841,0.819952574525745,ALAGOINHA DO PIAUÍ,0.0457383966244726,0.725569620253165
MG,47953,MAR DE ESPANHA,170,2,10044,10025,MAR DE ESPANHA,Presidente,8097,8097,0.807680798004988,MAR DE ESPANHA,0.0750696933492632,0.492931103146157
BA,38890,SÃO SEBASTIÃO DO PASSÉ,128,1,35223,35161,SÃO SEBASTIÃO DO PASSÉ,Presidente,26615,26615,0.756946616990416,SÃO SEBASTIÃO DO PASSÉ,0.0436646509383074,0.402833375919144
PR,78336,SALGADO FILHO,131,1,3565,3560,SALGADO FILHO,Presidente,2883,2883,0.809831460674157,SALGADO FILHO,0.0532959326788219,0.512482468443198
PR,74144,BOA ESPERANÇA DO IGUAÇU,115,2,2275,2274,BOA ESPERANÇA DO IGUAÇU,Presidente,1922,1922,0.845206684256816,BOA ESPERANÇA DO IGUAÇU,0.083956043956044,0.51956043956044
PI,12734,AROEIRAS DO ITAIM,10,2,3684,3679,AROEIRAS DO ITAIM,Presidente,3187,3187,0.866268007610764,AROEIRAS DO ITAIM,0.0461454940282302,0.598262757871878
